84;"We were unable to locate a MapleStory data file on your computer.\r\nPlease download the latest client from maplestory.nexon.net."
85;"The client is outdated. Please download the latest client from maplestory.nexon.net."
86;"You appear to be missing a few files needed to run the game.\r\nPlease visit maplestory.nexon.net and download the latest version of the client."
87;"The client is outdated. \r\nPlease download the latest client \r\nfrom maplestory.nexon.net and try again."
88;"An errorr occured while communicating with the server.\r\nPlease try again later."
89;"There was an error with another program sharing the same resources.\r\nClose other programs before restarting the game. If the problem persists, then either restart the system or check the customer service section on our website."
90;"There was an error with another program sharing the same resources.\r\nThe problem may have occured due to a computer virus. Please use the vaccine to run through a virus check."
91;"Either the IP address is unavailable to connect or \r\nyou have used up your available game time for the day."
92;"메이플스토리 홈페이지에서 로그인 한 후\r\n게임 시작 버튼을 눌러 주세요."
93;"Please download the full client of maplestory."
94;"MapleStory Error : Actionframe loadmappper failed."
95;"MapleStory Error : Loading employee failed."
96;"MapleStory Error : Loading mob failed."
97;"MapleStory Error : Loading morph failed."
98;"MapleStory Error : Loading NPC failed."
99;"MapleStory Error : Loading pet failed."
100;"MapleStory Error : Loading reactor failed."
101;"MapleStory Error : Loading tamingmob failed."
102;"MapleStory Error : Sprite commonslot failed."
103;"MapleStory Error : Sprite init failed(empty)."
104;"MapleStory Error : Sprite init failed(unknown)."
105;"MapleStory Error : MapleTV init failed."
106;"MapleStory Error : QuestMan init failed."
107;"MapleStory Error : iteminfo error."
108;"MapleStory Error : skillinfo error."
109;"MapleStory Error : Loading mobskill failed."
110;"MapleStory Error : Loading commodity failed."
111;"MapleStory Error : Loading package failed."
112;"MapleStory Error : Cashshop failed(type1)."
113;"MapleStory Error : Cashshop failed(type2)."
114;"MapleStory Error : DraggableItem error."
115;"MapleStory Error : Employee error."
116;"MapleStory Error : Mob error."
117;"MapleStory Error : NPC error."
118;"MapleStory Error : Pet error."
119;"MapleStory Error : Summoned error."
120;"MapleStory Error : ActionMan error(type1)."
121;"MapleStory Error : ActionMan error(type2)."
122;"/whisper"
123;"/party"
124;"/buddy"
125;"/guild"
126;"/alliance"
127;"/couple"
128;"/all"
129;"/find"
130;"/trade"
131;"/shop"
132;"/moveitem"
133;"/partyinfo"
134;"/makeparty"
135;"/leaveparty"
136;"/partyinvite"
137;"/partyexpel"
138;"/partysearch"
139;"/guildinfo"
140;"/leaveguild"
141;"/guildinvite"
142;"/guildexpel"
143;"/vomit"
144;"/oops"
145;"/invite"
146;"/pet"
147;"Tente novamente mais tarde."
148;"Not available with an Admin account."
149;"Not available with an MWLB account."
150;"Indisponivel"
151;"Voce sussurrou para '%s'"
152;"Nao foi possivel encontrar '%s'"
153;"'%s' esta em '%s'."
154;"'%s' esta na Loja de Cash."
155;"'%s' esta atualmente em '%s'."
156;"'%s' esta em um mapa de evento."
157;"'%s' atualmente esta com os sussurros desabilitados."
158;"Either the party doesn't exist or no member of your party is logged on."
159;"Voce nao e casado ou seu par nao esta online."
160;"Voce nao tem amigos para conversar."
161;"You are not in a guild yet or none of your guild member is online."
162;"You have successfully blocked access."
163;"The blocking failed."
164;"The unblocking has been successful"
165;"The command was typed wrong. Please double-check."
166;"The unblocking was unsuccessful."
167;"You have successfully removed the name from the ranks."
168;"You have entered an invalid character name."
169;"You have failed to remove yourself from the ranks."
170;"You have either entered a wrong NPC name or"
171;"Your request failed."
172;"Renaming Successful."
173;"Renaming Failed - Can't find the Hired Merchant."
174;"Hired Merchant located at : %s"
175;"Unable to find the hired merchant."
176;"/resetmap"
177;"/quiz"
178;"/answer"
179;"/check"
180;"/expel"
181;"/explain"
182;"/start"
183;"/reset"
184;"/divideteam"
185;"/omok"
186;"/memorygame"
187;"/prize"
188;"/senduser"
189;"/giveprize"
190;"/matchtable"
191;"/u"
192;"/send"
193;"/lithharbor"
194;"/ludibrium"
195;"/orbis"
196;"/southperry"
197;"/ola10"
198;"/ola11"
199;"/ola12"
200;"/ola20"
201;"/ola21"
202;"/ola22"
203;"/ola30"
204;"/ola31"
205;"/ola32"
206;"/ola40"
207;"/ola41"
208;"/ola42"
209;"/ola50"
210;"/ola51"
211;"/ola52"
212;"/fitness1"
213;"/fitness2"
214;"/fitness3"
215;"/fitness4"
216;"/ox"
217;"/coconut1"
218;"/coconut2"
219;"/coconut3"
220;"/cokeseason1"
221;"/cokeseason2"
222;"/cokeseason3"
223;"/level1"
224;"/level2"
225;"/level3"
226;"/level4"
227;"/level5"
228;"/level6"
229;"/level7"
230;"/level8"
231;"/package1"
232;"/package2"
233;"/Pointer00"
234;"/Pointer01"
235;"/Pointer02"
236;"/Pointer03"
237;"/Pointer04"
238;"/noticeHe"
239;"/noticeEl"
240;"/noticePe"
241;"/noticeKC"
242;"/noticeLH"
243;"/noticeOr"
244;"/noticeLu"
245;"/noticeFo"
246;"ATTENTION! This is Athena Pierce! A horde of monsters is headed for Henesys! All brave warriors are ordered to Henesys immediately! Let the battle begin!"
247;"ATTENTION! This is Grendel the Really Old! A horde of monsters is headed for Ellinia! All brave warriors are ordered to Ellinia immediately! We shall prevail!"
248;"ATTENTION! This is Dances with Balrog! A horde of monsters is headed for Perion! All brave warriors are ordered to Perion immediately! May your sword be as strong as your will!"
249;"ATTENTION! This is the Dark Lord! A horde of monsters is headed for Kerning City! All brave warriors are ordered to Kerning City immediately! Let us teach our enemies the folly of their actions!"
250;"ATTENTION! This is Vikin! A horde of monsters is headed for Lith Harbor! All brave warriors are ordered to Lith Harbor immediately! It's battle time!"
251;"ATTENTION! This is Ericson! A horde of monsters is headed for Orbis! All brave warriors are ordered to Orbis immediately! Fight hard, fight well!"
252;"ATTENTION! This is Marcel! A horde of monsters is headed for Ludibrium! All brave warriors are ordered to Ludibrium immediately! Show these punks we don't toy around!"
253;"ATTENTION! This is a distress call! A horde of monsters is headed for Folk Town! All brave warriors are ordered to Folk Town immediately! May the spirit of the Maple Tree guide your weapon!"
254;"/startnotice"
255;"/endnotice"
256;"The monsters have begun a ruthless assault! Stand your ground, hold the line and protect the town!"
257;"Excellent work! The town has withstood the invasion of the monsters unscathed, thanks to your superior battle skills. If you're the person that collected ""The Force of Darkness,"" please head to the Maple Administrator located near you. We thank you again!"
258;"/open"
259;"/alertm"
260;"/noticem"
261;"/maple"
262;"/story"
263;"/findhm"
264;"	/end"
265;"You can't do it right now.\r\nCatch your breath and then try again."
266;"You are currently at a place where\r\nthe world map is not available."
267;"The World Map is unavailable in \r\nthe Beginner's Version.\r\nPlease download the full client at\r\nmaplestory.nexon.net for access to this feature."
268;"The World Map is unavailable to Guest ID players.\r\nPlease download the full client at\r\nmaplestory.nexon.net \r\nfor access to this feature."
269;"This NPC is located at a spot not\r\navailable through the World Map."
270;"Enter your comments through the megaphone."
271;"Cursing is not allowed."
272;"Use the megaphone to text up to 60 characters."
273;"The effect is taking place right now.\r\nPlease try it later."
274;"You can't use it at Maple Island."
275;"You can't use it here in this map."
276;"You can't do it here in this map."
277;"You can't move to another island."
278;"Too much interest can hinder your process of leveling up.\r\n\r\nwill you really summon the monster?"
279;"You can't chat right now."
280;"You have gained experience (+%d)"
281;"Internet Cafe EXP Bonus (+%d)"
282;"Bonus Event EXP (+%d)"
283;"Bonus Wedding EXP (+%d)"
284;"Equip Item Bonus EXP (+%d)"
285;"Earned 'Spirit Week Event' bonus EXP. (+%d)"
286;"The next %d completed quests will include additional Event Bonus EXP."
287;"You have gained fame. (+%d)"
288;"You have lost fame (%d)"
289;"You have gained mesos (+%d)"
290;"Internet Cafe Meso Bonus (+%d)"
291;"You have lost mesos. (%d)"
292;"You have gained items (%s %d)"
293;"You have gained an item (%s)"
294;"You have lost items (%s %d)"
295;"You have lost an item (%s)"
296;"You can't get anymore items."
297;"[%s] has passed its expiration date and will be removed from your inventory."
298;"Other requests are in process.\r\nPlease try again in a little bit."
299;"You have raised '%s''s level of fame."
300;"You have dropped '%s''s level of fame."
301;"The user name is incorrectly entered."
302;"Users under level 15 are unable to toggle with fame."
303;"You can't raise or drop a level of fame anymore for today."
304;"You can't raise or drop a level of fame of that character anymore for this month."
305;"'%s' have raised '%s''s level of fame."
306;"'%s' have dropped '%s''s level of fame."
307;"The level of fame has neither been raised or dropped due to an unexpected error."
308;"Please try it again later."
309;"%s is currently blocking any party invitations."
310;"%s have denied request to the party."
311;"You have created a new party."
312;"You have been expelled from the party."
313;"You have left the party."
314;"'%s' have been expelled from the party."
315;"'%s' have left the party."
316;"You have quit as the leader of the party. The party has been disbanded."
317;"You have left the party since the party leader quit."
318;"You have joined the party."
319;"'%s' has joined the party."
320;"Already have joined a party."
321;"A beginner can't create a party."
322;"You have yet to join a party."
323;"The party you're trying to join is already in full capacity."
324;"Characters who are under Lv. 10 Beginner cannot be the party leader."
325;"You are not the master of the party."
326;"	You may not invite yourself to the party."
327;"'%s'is not a member of your party."
328;"As a GM, you're forbidden from creating a party."
329;"As a GM, you're forbidden from joining a party."
330;"It is impossible to invite someone to the party."
331;"Your request for a party didn't work due to an unexpected error."
332;"Unable to find the requested character in this channel."
333;"Party member:"
334;"You're the leader of the party."
335;"Since the time has exceeded, denial message has been sent to the party leader."
336;"%s is currently not accepting guild invite message."
337;"%s has denied your guild invitation."
338;"%s You have joined a guild."
339;"New guild has been made."
340;"You quitted the guild."
341;"'%s' has been expelled from the guild."
342;"Deleted Chracters have been expelled."
343;"'%s' quitted the guild."
344;"Expel '%s' from the guild?"
345;"Would you like to quit the guild?"
346;"'%s'quitted the guild."
347;"The guild has been disbanded."
348;"You have entered the guild."
349;"'%s' has joined the guild."
350;"Already joined the guild."
351;"You cannot make a guild, due to the limitation of minimum level requirement."
352;"You are not in the guild."
353;"You cannot quit the guild, since you are the master of the guild."
354;"The guild, you are trying to join, has already reached the max number of users."
355;"Beginners cannot be the master."
356;"You are not the master of the guild."
357;"You cannot invite yourself to the guild."
358;"'%s' is not the member of the guild."
359;"Only Guild Master can expel Jr.Masters."
360;"You may not ban the Guild Master."
361;"Admin cannot make a guild."
362;"You cannot invite more people to the guild."
363;"The guild request has not been accepted, due to unknown reason."
364;"The character cannot be found in the current channel."
365;"Guild Member:"
366;"You are the guild master."
367;"The maximum number of the guild members has been increased to %d."
368;"Unable to find the character."
369;"The buddy is already registered."
370;"You can't enter yourself as your buddy."
371;"The user is not registered."
372;"You have not requested buddies with that user."
373;"The portal is closed for now."
374;"You can't move to a different island."
375;"Incorrect channel number."
376;"You're at the premium service internet cafe.\r\nWhile you're logged on, you'll receive various premium services."
377;"\r\nWindows 98 users may have trouble playing this game.\r\nWe recommend users to use Windows XP or 2000."
378;"Oh...you're the one that'll take care of my baby! Can you hear me? I am a wizard who is at the very bottom of the World Tree, extracting the Water of Life from there. I'm speaking to your mind right now.\r\n\r\nThat kid...is a magical animal that I've poured life into by pouring the Water of Life at the doll that I've made myself. For the longest time, I've been studying and researching on life itself, and learned to actually create a spell that creates life. But it's only possible with the Water of Life...and since it comes out so little, I can only give that kid a life for so long..."
379;"When the time passes and the Water of Life that's been sprinkled onto it dries up, it'll turn back into a doll. Yes, it's very unfortunate, but not to worry. If you pour the Water of Life again on it, it'll come back to life.\r\n\r\n.And for that, I collect the Water of Life everyday here deep in the underground. I sent my apprentice up overground, so there comes a time where you'll need the Water of Life, please go visit him. Don't forget that the Water of Life will last once poured onto the doll...Please take care of it..."
380;"The time has run out, so it can't move."
381;"You cannot revive this pet.\r\nYou can purchase a new pet\r\nin the Cash Shop. Would you like\r\nto move to the Cash Shop?"
382;"The closeness increased (+%d)"
383;"The closeness decreased (%d)"
384;"The pet went back home because it's hungry."
385;"The pet's magical time has run out, and so it has turned back into a doll."
386;"You have exceeded the maximum number\r\n of pets that can accompany you.\r\nPlease try again after \r\nyou change the living pet back into a doll."
387;"Would you like to change your Boss Pet?\r\n (The ""Item Ignore"" skill, as well as \r\nthe stats for speed and jump will \r\nfollow that of the Lead Pet)"
388;"Please select the pet you would like to put the pet equipment on."
389;"The scroll lights up, and then its mysterious power has been transferred to the item."
390;"The scroll lights up, but the item winds up as if nothing happened"
391;"The item is destroyed due to the overwhelming power of the scroll."
392;"Will you play <%s> on the jukebox?"
393;"The character you logged on with\r\nhas not requested a name change."
394;"The schedule for the trip is as follows."
395;"You can start entering the gate at 5 min. til take off."
396;"The room is already closed."
397;"You can't enter the room due to full capacity."
398;"Other requests are being fulfilled this minute."
399;"You can't do it while you're dead."
400;"You can't do it in the middle of the event."
401;"This character is unable to do it."
402;"You are not allowed to trade other items at this point."
403;"You can't establish a miniroom right here."
404;"You can only make trade\r\nif you two are in the same map."
405;"'%s' is doing something else right now."
406;"'%s' have denied invitation."
407;"'%s' is currently not accepting any invitation."
408;"Trade cancelled.\r\nby the other character."
409;"Trade successful.\r\nPlease check the results."
410;"Trade successful.\r\nReceived %d mesos after fees.\r\nPlease check the results."
411;"Trade unsuccessful."
412;"You cannot make the trade because\r\nthere are some items which\r\nyou cannot carry more than one."
413;"You cannot make the trade because\r\nthe other person's on a different map."
414;"How much money will you put up?"
415;"Are you sure you want to trade?"
416;"Please enter the name of the store.\r\n\r\nIf you move before you open the store,\r\n the store may not be opened."
417;"%d for %s mesos."
418;"%s mesos."
419;"The shop is closed."
420;"The items are out of stock."
421;"The number of items should be based\r\non the number of items in a bundle."
422;"The total price is %d mesos.\r\nWill you make the purchase?"
423;"You can't sell it anymore."
424;"Sell by the bundle."
425;"Price per bundle"
426;"Price per unit."
427;"Number of items to sell."
428;"Number of items per bundle."
429;"The item has been sold already."
430;"You may not enter this store."
431;"Would you like to ban %s?"
432;"The user has been banned."
433;"You have been banned from the room for exceeding the time limit. You are now blocked from re-entering this store."
434;"Please enter the name of the game you'll make."
435;"You don't have enough mesos to enter."
436;"You can't start the game here."
437;"The personal store can only be built\r\nat the free market available at main towns."
438;"You may only use it at Room 7~22, located at the 2nd floor and above of the Free Market Entrance."
439;"[%s] have entered."
440;"[%s] have left."
441;"[%s] have called to leave after this game."
442;"[%s] have cancelled the request to leave after this game."
443;"[%s] have been expelled."
444;"You have been expelled."
445;"[%s] have forfeited."
446;"[%s] have requested a handicap."
447;"You have left the room."
448;"[%s]'s turn."
449;"[%s] has matched cards. Please continue."
450;"[%s] can't start the game due to lack of mesos."
451;"The game has started."
452;"The game has ended.\r\nThe room will automatically close in 10 sec."
453;"10 sec. left."
454;"The room is closed."
455;"You win."
456;"It's a tie."
457;"You lost."
458;"Are you sure you want to give up?"
459;"Will you expel the user?"
460;"Your opponent requests a tie.\r\nWill you accept it?"
461;"Will you request a tie?"
462;"Your opponent denied your request for a tie."
463;"You can only request a handicap once per game."
464;"Your oppentent has requested to \r\nwithdraw his/her last move.\r\nDo you accept?"
465;"Request to withdraw your last move?"
466;"Your opponent denied your request."
467;"Will you call to leave after this game?"
468;"Will you cancel the request\r\nto leave after this game?"
469;"Time left : %d sec."
470;"It's [ %s ]'s turn."
471;"Are you sure you want to leave?"
472;"Please enter the password."
473;"Do you want to play in private?"
474;"You are unable to enter the tournament room."
475;"	You have double-3's."
476;"You can't put it there."
477;"You can't fly it there."
478;"The receiver's character name is incorrect."
479;"The move is successful. Please check the result."
480;"I'm busy right now."
481;"You can't transfer characters in the same account."
482;"The user is logging in."
483;"The user doesn't have enough space on the inventory."
484;"There's no money or item to transfer."
485;"The character is not registered."
486;"The request is denied for an unknown reason."
487;"Once you delete this cash item, the item will\r\ndisappear, and %d%% of the purchased price, %d,\r\n will be accumulated towards your MaplePoints.\r\nAccumulated MaplePoints will be\r\nused to purchase other cash items.\r\n.Are you sure you want to delete this item?\r\n"
488;"The selected items will be deleted, and \r\nMaplePoints will not be accumulated.\r\nAre you sure you want to delete this item?\r\n"
489;"%s adding inventory slots. (%d NX Cash)\r\nConfirm inventory slot purchase?"
490;"Adding slots to the storage (%d NX Cash)\r\nAre you sure you want to add slots\r\nto your storage?"
491;"Add a character slot (%d Nexon Cash)\r\nAre you sure you want to add another\r\ncharacter slot?"
492;"You may test this item for free.\r\nThe free item will only last for 1 day and\r\nyou will only be able to try each once.\r\nPress OK to try this item for free or\r\npress CANCEL to purchase the item\r\nfor 90 days."
493;"The requested number of slots\r\ncan't be added."
494;"The storage slots can't be extended."
495;"You may not add any more character slots."
496;"Your job limit does not allow\r\nyou to use this item. \r\nAre you sure you want to buy the item?"
497;"Your level limit does not allow\r\nyou to use this item.\r\nAre you sure you want to buy the item?"
498;"Your fame limit does not allow\r\nyou to use this item.\r\nAre you sure you want to buy the item?"
499;"Some items have limits that are unavailable\r\nfor you to use the item."
500;"You already have the item(s) selected. Are\r\nyou sure you want to buy the item(s) again?"
501;"You may not use this item with\r\nthe weapon you are equipped with.\r\nWill you continue to make the purchase?"
502;"Only the Rudolph pet can equip this item."
503;"\r\nThe current pet you have\r\ncannot wear this item.\r\nAre you sure you want to purchase this item?"
504;"Only pets are allowed to wear this item.\r\nAre you sure you want to purchase this item?"
505;"This item cannot be used without a pet, and\r\nthis item cannot be used on a deceased pet.\r\nAre you sure you want to make the purchase?"
506;"\r\nThis item cannot be used by the\r\npet you're currently raising.\r\nAre you sure you want to make the purchase?"
507;"This is an item that cannot be used\r\nif you do not have the Monster\r\nRiding skill. Would you\r\nstill like to purchase it?"
508;"Are you sure you want to buy this item?"
509;"Total %d NX Cash."
510;"Make purchase?"
511;"The purchase has failed."
512;"You have purchased the following items.\r\n(Some items weren't purchased)"
513;"Please enter the name of the character as the receiver for this gift.\r\nOnly the character within the same world are available for gifts."
514;"%s (%d NX Cash)\r\nWill you buy this item as a gift for\r\n'%s'?"
515;"Check your SSN and \r\nplease try again."
516;"Check your birthday code and\r\nplease try again."
517;"Check your Passport ID and\r\nplease try again."
518;"You cannot use this name. \r\nPlease try again."
519;"This name is currently being used. \r\nPlease use another name."
520;"This name can be used. \r\nIf you wish to use this name,\r\nplease press OK."
521;"This name is same as your current name. \r\nPlease use another name."
522;"Press the CHECK button \r\nto check if you can use\r\nthe name of the character."
523;"The name change is already submitted \r\ndue to the item purchase"
524;"This applies to the limitations on the request.\r\nPlease check if you were recently banned \r\nwithin 3 months."
525;"This applies to the limitations on the request.\r\nPlease check if you requested \r\nfor the name change within a month."
526;"There will not be any refund \r\nfor canceling this request."
527;"Are you sure you want to cancel \r\nthe name change request?"
528;"Your name change request \r\nhas been successfully submitted."
529;"You already have this item on your wish list."
530;"Your wish list is full."
531;"You have successfully made the purchase."
532;"You have given '%s'\r\n %d [ %s ]."
533;"You have added slots to your item inventory."
534;"You have added a new character slot."
535;"The cash item has been deleted."
536;"Request timed out.\r\nPlease try again."
537;"You don't have enough cash."
538;"You can't buy someone a cash item gift if you're under 14."
539;"You have exceeded the allotted limit of price\r\nfor gifts."
540;"Please check and see if you have exceeded\r\nthe number of cash items you can have."
541;"Please check and see\r\nif the name of the character is wrong,\r\nor if the item has gender restrictions."
542;"You have reached the daily maximum \r\npurchase limit for the Cash Shop."
543;"Due to gender restrictions, the coupon \r\nis unavailable for use."
544;"This coupon was already used."
545;"This coupon has expired."
546;"This coupon can only be used at\r\nNexon-affiliated Internet Cafe's.\r\nPlease use the Nexon-affiliated Internet Cafe's."
547;"This coupon is a Nexon-affiliated Internet Cafe-only coupon,\r\nand it had already been used."
548;"This coupon is a Nexon-affiliated Internet Cafe-only coupon,\r\nand it had already been expired."
549;"Please check and see if \r\nthe coupon number is right."
550;"The coupon is expired."
551;"The coupon has already been used."
552;"This coupon is only for regular items, and \r\nit's unavailable to give away as a gift."
553;"This coupon is only for MapleStory, and\r\nit cannot be gifted to others."
554;"This item is only available for purchase by a user at the premium service internet cafe."
555;"You are sending a gift to an invalid recipient.\r\nPlease check the character name and gender."
556;"You have exceeded the spending limit of nexon cash."
557;"The Cash Shop is unavailable\r\nduring the beta-test phase.\r\nWe apologize for your inconvenience."
558;"Due to an unknown error,\r\nthe request for Cash Shop has failed."
559;"Buy with MaplePoints."
560;"There are repeating character names."
561;"Do you want to give gifts to %d persons?"
562;"All the gifts have been sent.\r\n%d Nexon Cash \r\nwas spent in the process."
563;"The gifts could not be sent."
564;"[ %s ]\r\nhas been sent to the character above.\r\n(It could not be sent to several persons.)\r\n%d Nexon Cash were spent in the process."
565;"I'll buy this as a gift."
566;"Deleting the item can only work on cash equipment items that don't have a limited amount of time to use."
567;"This item can't be deleted."
568;"Cash item has been deleted.\r\n(%d accumulated as MaplePoints)"
569;"This is your wish list."
570;"Welcome to MapleShop!!!"
571;"The item is being prepared. We're sorry for the inconvenience."
572;" NX Cash"
573;"(%d)"
574;"The item has been added to the wish list."
575;"[PET]%s"
576;"Adding slots at the storage"
577;"Add %d slots for the storage (Current: %d slots)\r\nMaximum of 48 slots available.%d Nexon Cash"
578;"Add %d slots for the storage (Current: %d)\r\nMaximum of 48 slots available."
579;"Add %s slots"
580;"Add %d slots for %s inventory. (Current: %d slots)\r\nMaximum of %d slots available.%d Nexon Cash."
581;"Add %d slots for the %s inventory. (Current: %d slots)\r\nMaximum of %d slots available."
582;"Add a character slot (Current : %d slots)\r\nYou may have up to %d slots."
583;"Please enter the correct 30-digit coupon number."
584;"Please check the name of the receiver."
585;"Name of the receiving character."
586;"You have received"
587;"\r\n%d %s"
588;"%d MaplePoints"
589;"%d mesos"
590;"To %s"
591;"Recharge NX Cash."
592;"The item is not on sale now."
593;"Are you sure you want to leave the Cash Shop?"
594;"You don't have enough NX Game Card Cash"
595;"An unknown error has occurred\r\nwhile checking the purchase information on the web shop.\r\nThis information is available at he game shop."
596;"Failed to check the purchase information on the web shop\r\ndue to an error while checking the cash item owned.\r\nThis information is available at the game shop."
597;"You may not bring any more purchased items from the web shop.\r\nPlease check and see if you have reached the limit on the cash items owned.\r\nGame shop is available."
598;"Error found in the purchase order on the web shop.\r\nPlease use the game shop."
599;"Strengthening Gem"
600;"Monster Crystal"
601;"Disassemble Equipment"
602;" ONE-HANDED SWORD"
603;" ONE-HANDED AXE"
604;" ONE_HANDED MACE"
605;" DAGGER"
606;" WAND"
607;" STAFF"
608;" TWO-HANDED SWORD"
609;" TWO-HANDED AXE"
610;" TWO-HANDED MACE"
611;" SPEAR"
612;" POLE ARM"
613;" BOW"
614;" CROSSBOW"
615;" CLAW"
616;"KNUCKLE"
617;"GUN"
618;"HAT"
619;"FACE ACCESSORY"
620;"EYE ACCESSORY"
621;"EARRING"
622;"OVERALL"
623;"TOP"
624;"BOTTOM"
625;"SHOES"
626;"GLOVE"
627;"CAPE"
628;"SHIELD"
629;"RING"
630;"PENDANT"
631;"MEDAL"
632;"BELT"
633;"Overall Armor"
634;"Weapon"
635;"One-handed Weapon"
636;"Two-handed Weapon"
637;"Potion"
638;"Return Scroll"
639;"Weapon & Armor Scroll"
640;"Arrow, Throwing Stars, and Bullets"
641;"Dropping"
642;"Ore"
643;"Game"
644;"Stimulator & How to Make"
645;" FASTEST"
646;" FASTER"
647;" FAST"
648;" NORMAL"
649;" SLOW"
650;" SLOWER"
651;" SLOWEST"
652;"IT'S A GIFT FROM '%s'"
653;"AVAILABLE FOR %d DAYS."
654;"AVAILABLE FOR 4 HOURS."
655;"USABLE UNTIL %d-%d-%04d AT %02d : %02d"
656;"ATTACK SPEED :"
657;"WEAPON ATTACK :"
658;"MAGIC ATTACK :"
659;"WEAPON DEF. :"
660;"MAGIC DEF. :"
661;"ACCURACY :"
662;"AVOIDABILITY :"
663;"HANDS :"
664;"SPEED :"
665;"JUMP :"
666;"Swimming speed : +%d"
667;"THE RATE OF KNOCK-BACK :"
668;"NUMBER OF UPGRADES AVAILABLE :"
669;"ADD PREVENT SLIPPING"
670;"ADD PREVENT COLDNESS"
671;"A GIFT FROM '%s'"
672;"A COUPLE-RING WITH : %s"
673;"This is your Friendship Ring with '%s'."
674;"[Current Level %d]"
675;"[Next Level %d]"
676;"DAYS OF MAGIC : %d"
677;"DAYS OF MAGIC : %dhrs. %dmin."
678;"THE WATER OF LIFE HAS DRIED UP."
679;"WATER OF LIFE DRIES UP ON %d-%d-%04d AT %02d : 00"
680;"	%s / %s /%s / premium"
681;"Online Friends / Total Registered Friends"
682;"Offline Friends / Total Registered Friends"
683;"[Current Registered Friends/Max Registered Friends]"
684;"Online Guild Members / Total Registered Guild Members"
685;"Offline Guild Members / Total Registered Guild Members"
686;"Sort thru Name"
687;"Sort thru Job"
688;"Sort thru Level"
689;"Sort thru Grade"
690;"Currently Registered Users / Maximum Capacity"
691;"The user is currently at another location."
692;"One-of-a-kind Item"
693;"Quest Item"
694;"Party Quest Item"
695;"Untradeable"
696;"Can trade 1 time (Trade disabled after transaction)"
697;"Slot Merger"
698;"Item Sort"
699;"Trade disabled when equipped"
700;"UI/UIWindow.img/ToolTip/Equip/Dot"
701;"beginner"
702;"warrior"
703;"magician"
704;"bowman"
705;"thief"
706;"pirate"
707;"buddy"
708;"Current Registered Friends  [%d/%d]"
709;"My Location - %s"
710;"%s's Location - %s"
711;"Please enter the name of the character\r\nyou'll add as a buddy."
